sample,feature,value,label
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,mh11KK-180,0.32131870923071576,Contaminated
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,mh12KK-045,0.06726345956247819,Contaminated
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,mh13KK-218,0.2857920083409426,Contaminated
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,mh13KK-223,0.4830205025308226,Contaminated
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,mh13KK-225,0.19728795256772802,Contaminated
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,mh16KK-049,0.36002516093744247,Contaminated
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,mh16KK-302,0.6387556572791656,Contaminated
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,mh18KK-293,0.6416341545619934,Contaminated
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,mh19KK-299,0.06632224841369312,Contaminated
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,mh21KK-315,0.14219246971163227,Contaminated
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,mh21KK-316,0.36276053329696706,Contaminated
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,mh21KK-324,0.6873369684814504,Contaminated
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,mh22KK-060,1.539937015676207e-15,Contaminated
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,verifybamid,0.19460676013297268,Contaminated
NGS41-NA12878-05_90_HQ0209-05_3_NGS41-HG006-S1_4_FFPE2110-S1P_3,genotypecombo,0.6956521739130435,Contaminated
NGS41-088,mh01KK-002,0.6405508853776714,Normal
NGS41-088,mh01KK-117,0.9985529671846209,Normal
NGS41-088,mh01KK-205,0.9946726580064293,Normal
NGS41-088,mh02KK-134,0.977468977561676,Normal
NGS41-088,mh04KK-017,0.9619680606668616,Normal
NGS41-088,mh04KK-030,0.5799161261634618,Normal
NGS41-088,mh05KK-022,0.9875242015177521,Normal
NGS41-088,mh05KK-170,0.9135647246682665,Normal
NGS41-088,mh06KK-008-ALT,0.9061695547850936,Normal
NGS41-088,mh06KK-026,0.9958748182786508,Normal
NGS41-088,mh08KK-032,0.7244550263876489,Normal
NGS41-088,mh09KK-153,0.9801812296282708,Normal
NGS41-088,mh10KK-170,0.8416328408967613,Normal
NGS41-088,mh11KK-038,0.9956929601670281,Normal
NGS41-088,mh11KK-180,0.8647953019824217,Normal
NGS41-088,mh12KK-045,0.9800022373451079,Normal
NGS41-088,mh13KK-218,0.8929764314826187,Normal
NGS41-088,mh13KK-223,0.8511574840108955,Normal
NGS41-088,mh13KK-225,0.997877454613712,Normal
NGS41-088,mh16KK-049,0.8853137871713763,Normal
NGS41-088,mh16KK-302,0.9956929601670281,Normal
NGS41-088,mh18KK-293,0.996284036909874,Normal
NGS41-088,mh19KK-299,0.8871751014207566,Normal
NGS41-088,mh21KK-315,0.5769055578152963,Normal
NGS41-088,mh21KK-316,0.962934479936086,Normal
NGS41-088,mh21KK-324,0.9845953687761144,Normal
NGS41-088,mh22KK-060,0.8405714430246045,Normal
NGS41-088,verifybamid,0.00010323966054799612,Normal
NGS41-088,genotypecombo,0.1304347826086958,Normal
PE4516-S1_80_HQ0209-05_20,mh01KK-002,8.34001904026215e-09,Contaminated
PE4516-S1_80_HQ0209-05_20,mh01KK-117,0.2625104593309169,Contaminated
PE4516-S1_80_HQ0209-05_20,mh01KK-205,0.36528804356752737,Contaminated
PE4516-S1_80_HQ0209-05_20,mh02KK-134,0.17752608929206187,Contaminated
PE4516-S1_80_HQ0209-05_20,mh04KK-017,0.3998932782121213,Contaminated
PE4516-S1_80_HQ0209-05_20,mh04KK-030,0.4985475044525003,Contaminated
PE4516-S1_80_HQ0209-05_20,mh05KK-022,0.001464433343301323,Contaminated
PE4516-S1_80_HQ0209-05_20,mh05KK-170,0.35896643552037233,Contaminated
PE4516-S1_80_HQ0209-05_20,mh06KK-008-ALT,1.79000408657789e-09,Contaminated
PE4516-S1_80_HQ0209-05_20,mh06KK-026,1.724318816203203e-20,Contaminated
PE4516-S1_80_HQ0209-05_20,mh08KK-032,0.3730907302374765,Contaminated
PE4516-S1_80_HQ0209-05_20,mh09KK-153,1.940358546653125e-14,Contaminated
PE4516-S1_80_HQ0209-05_20,mh10KK-170,0.25667271129563246,Contaminated
PE4516-S1_80_HQ0209-05_20,mh11KK-038,5.8100132642602815e-06,Contaminated
PE4516-S1_80_HQ0209-05_20,mh11KK-180,0.4976676639546133,Contaminated
PE4516-S1_80_HQ0209-05_20,mh12KK-045,1.2900029437567207e-12,Contaminated
PE4516-S1_80_HQ0209-05_20,mh13KK-218,0.4094556970200452,Contaminated
PE4516-S1_80_HQ0209-05_20,mh13KK-223,0.25000214549561217,Contaminated
PE4516-S1_80_HQ0209-05_20,mh13KK-225,0.00024182794635637633,Contaminated
PE4516-S1_80_HQ0209-05_20,mh16KK-049,0.00020127945952100608,Contaminated
PE4516-S1_80_HQ0209-05_20,mh16KK-302,0.04493313958235767,Contaminated
PE4516-S1_80_HQ0209-05_20,mh18KK-293,0.6641893576063841,Contaminated
PE4516-S1_80_HQ0209-05_20,mh19KK-299,5.320011015585149e-11,Contaminated
PE4516-S1_80_HQ0209-05_20,mh21KK-315,0.4665020027886442,Contaminated
PE4516-S1_80_HQ0209-05_20,mh21KK-316,0.20349012966662894,Contaminated
PE4516-S1_80_HQ0209-05_20,mh21KK-324,0.3083809817932477,Contaminated
PE4516-S1_80_HQ0209-05_20,mh22KK-060,0.4945962181631661,Contaminated
PE4516-S1_80_HQ0209-05_20,verifybamid,0.4231587206541265,Contaminated
PE4516-S1_80_HQ0209-05_20,genotypecombo,0.5869565217391304,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh01KK-002,2.1200048398390495e-11,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh01KK-117,0.32200717638659354,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh01KK-205,0.0025853430144113015,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh02KK-134,0.2755539750897251,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh04KK-017,0.003415007603731618,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh04KK-030,1.7817928970303484e-07,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh05KK-022,0.14375540819359692,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh05KK-170,0.2450008343369048,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh06KK-008-ALT,0.00011644826585139094,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh06KK-026,4.030745260614202e-07,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh08KK-032,0.003582650410565011,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh09KK-153,0.9801812296282708,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh10KK-170,0.000222102486629326,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh11KK-038,5.270011899437166e-14,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh11KK-180,0.3419440723472719,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh12KK-045,7.410016917068622e-05,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh13KK-218,0.24572597271699825,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh13KK-223,0.00035244881224845686,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh13KK-225,3.22707168520532e-14,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh16KK-049,0.002125010851399774,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh16KK-302,0.7042610358279449,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh18KK-293,0.6416341545619934,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh19KK-299,0.4809401139862803,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh21KK-315,0.3341808764137141,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh21KK-316,0.9502729948562056,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh21KK-324,0.24450951134159,Contaminated
HQ4496-05_97_HQ3065-R02_3,mh22KK-060,0.7498045688038307,Contaminated
HQ4496-05_97_HQ3065-R02_3,verifybamid,0.2736883401127377,Contaminated
HQ4496-05_97_HQ3065-R02_3,genotypecombo,0.5652173913043479,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh01KK-002,0.6734729445387324,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh01KK-117,0.8523919621873884,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh01KK-205,0.2378164068267238,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh02KK-134,0.09842803071119413,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh04KK-017,0.9217767092386642,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh04KK-030,0.9989520214904885,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh05KK-022,0.9505834001819028,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh05KK-170,0.615761467783431,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh06KK-008-ALT,3.700008432719252e-13,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh06KK-026,2.920539988960719e-12,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh08KK-032,0.9937998276253289,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh09KK-153,3.9907357230907845e-15,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh10KK-170,0.4969666357318057,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh11KK-038,0.621698919338633,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh11KK-180,0.9641679613627696,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh12KK-045,0.981275485251933,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh13KK-218,0.31004863475811345,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh13KK-223,2.70164222194839e-06,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh13KK-225,0.32512646030250963,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh16KK-049,0.35825738290160525,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh16KK-302,0.9956929601670281,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh18KK-293,0.6416341545619934,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh19KK-299,0.6373346590350267,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh21KK-315,0.5976357972379317,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh21KK-316,8.949818714459277e-14,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh21KK-324,0.618866345674117,Contaminated
PE2110-S1P_93_HQ3065-R02_7,mh22KK-060,0.9618802279725606,Contaminated
PE2110-S1P_93_HQ3065-R02_7,verifybamid,0.25989552146352546,Contaminated
PE2110-S1P_93_HQ3065-R02_7,genotypecombo,0.5217391304347827,Contaminated
Normal4,mh01KK-002,0.8777471868968278,Normal
Normal4,mh01KK-117,0.9815980401069074,Normal
Normal4,mh01KK-205,0.9620559103654911,Normal
Normal4,mh02KK-134,0.9204725224387688,Normal
Normal4,mh04KK-017,0.9619680606668616,Normal
Normal4,mh04KK-030,0.9819720296793685,Normal
Normal4,mh05KK-022,0.9618802279725606,Normal
Normal4,mh05KK-170,0.9796092274478664,Normal
Normal4,mh06KK-008-ALT,0.97226704768567,Normal
Normal4,mh06KK-026,0.9801812296282708,Normal
Normal4,mh08KK-032,0.4798780725763509,Normal
Normal4,mh09KK-153,0.9801812296282708,Normal
Normal4,mh10KK-170,0.9628468793410933,Normal
Normal4,mh11KK-038,0.9800022373451079,Normal
Normal4,mh11KK-180,0.9521278873953907,Normal
Normal4,mh12KK-045,0.7179328700407424,Normal
Normal4,mh13KK-218,0.9706750554627466,Normal
Normal4,mh13KK-223,0.9971075294390095,Normal
Normal4,mh13KK-225,0.999898446453629,Normal
Normal4,mh16KK-049,0.9390700008968121,Normal
Normal4,mh16KK-302,0.9618802279725606,Normal
Normal4,mh18KK-293,0.9720315490254321,Normal
Normal4,mh19KK-299,0.910371092377204,Normal
Normal4,mh21KK-315,0.9737748589569708,Normal
Normal4,mh21KK-316,0.749592373537709,Normal
Normal4,mh21KK-324,0.9938173948734077,Normal
Normal4,mh22KK-060,0.875825674510015,Normal
Normal4,verifybamid,0.0,Normal
Normal4,genotypecombo,0.021739130434782705,Normal
PE0260-S1-200,mh01KK-002,0.9216925462240831,Normal
PE0260-S1-200,mh01KK-117,0.9838649360007707,Normal
PE0260-S1-200,mh01KK-205,0.9890682237801676,Normal
PE0260-S1-200,mh02KK-134,0.9800022373451079,Normal
PE0260-S1-200,mh04KK-017,0.9957838804218008,Normal
PE0260-S1-200,mh04KK-030,0.8669140866952837,Normal
PE0260-S1-200,mh05KK-022,0.9800022373451079,Normal
PE0260-S1-200,mh05KK-170,0.9800022373451079,Normal
PE0260-S1-200,mh06KK-008-ALT,0.9956929601670281,Normal
PE0260-S1-200,mh06KK-026,0.9801812296282708,Normal
PE0260-S1-200,mh08KK-032,0.7928504352883822,Normal
PE0260-S1-200,mh09KK-153,0.9928636015227399,Normal
PE0260-S1-200,mh10KK-170,0.9628468793410933,Normal
PE0260-S1-200,mh11KK-038,0.9956929601670281,Normal
PE0260-S1-200,mh11KK-180,0.9713880083255719,Normal
PE0260-S1-200,mh12KK-045,0.9368816289007589,Normal
PE0260-S1-200,mh13KK-218,0.988174935229609,Normal
PE0260-S1-200,mh13KK-223,0.8497821954620733,Normal
PE0260-S1-200,mh13KK-225,0.997877454613712,Normal
PE0260-S1-200,mh16KK-049,0.9608486356174353,Normal
PE0260-S1-200,mh16KK-302,0.9956929601670281,Normal
PE0260-S1-200,mh18KK-293,0.996284036909874,Normal
PE0260-S1-200,mh19KK-299,0.929886321930473,Normal
PE0260-S1-200,mh21KK-315,0.983172449449296,Normal
PE0260-S1-200,mh21KK-316,0.996784271982988,Normal
PE0260-S1-200,mh21KK-324,0.9865185733651037,Normal
PE0260-S1-200,mh22KK-060,0.9625992966141943,Normal
PE0260-S1-200,verifybamid,0.0032830212054262764,Normal
PE0260-S1-200,genotypecombo,0.0,Normal
NGS41-NA12878-R03_90_HQ3065-R02_10,mh01KK-002,3.5400067618354374e-15,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh01KK-117,0.7597857591740972,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh01KK-205,0.4896025015649243,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh02KK-134,0.9150567730746131,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh04KK-017,0.3026456520012795,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh04KK-030,3.073092227237999e-13,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh05KK-022,0.1807083765572237,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh05KK-170,0.02677588112933662,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh06KK-008-ALT,1.4798593785189614e-17,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh06KK-026,3.7105500584425054e-17,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh08KK-032,0.8570448494503943,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh09KK-153,1.4588697362610163e-19,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh10KK-170,0.10424494660110833,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh11KK-038,1.6000036528083397e-21,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh11KK-180,0.4835593242240387,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh12KK-045,1.3198710132655235e-17,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh13KK-218,0.6697961042786591,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh13KK-223,4.146508603429371e-18,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh13KK-225,3.2089321148060964e-19,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh16KK-049,0.5381998247101999,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh16KK-302,0.14685745427556812,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh18KK-293,0.6416341545619934,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh19KK-299,0.38475209138902466,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh21KK-315,0.8482657279666099,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh21KK-316,0.6017902168702012,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh21KK-324,0.8611524269168224,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,mh22KK-060,0.3480939116984004,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,verifybamid,0.1679709277115897,Contaminated
NGS41-NA12878-R03_90_HQ3065-R02_10,genotypecombo,0.5652173913043479,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh01KK-002,0.3834302573712776,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh01KK-117,0.3962737130667969,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh01KK-205,0.0009735670066981314,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh02KK-134,0.26745297559514336,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh04KK-017,0.4978919407109472,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh04KK-030,0.33302909152882726,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh05KK-022,0.49813968825290833,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh05KK-170,0.0023626403939080195,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh06KK-008-ALT,0.6911186938239781,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh06KK-026,0.33195827309294523,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh08KK-032,0.3477095574109079,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh09KK-153,0.2640021134067562,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh10KK-170,1.071077752709264e-05,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh11KK-038,0.00023721254155623239,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh11KK-180,0.21566656053987138,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh12KK-045,2.23000509110161e-07,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh13KK-218,0.7735587271935617,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh13KK-223,0.25000000025108204,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh13KK-225,0.05454567542950405,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh16KK-049,0.06766902248837835,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh16KK-302,3.5800081731532198e-09,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh18KK-293,0.2490710094776175,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh19KK-299,0.552738201901315,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh21KK-315,0.33288199167863575,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh21KK-316,0.050600482447098985,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh21KK-324,0.13418227449746092,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,mh22KK-060,1.1699960211009162e-14,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,verifybamid,0.42392269414218164,Contaminated
NGS41-HD832-S1_99_NGS41-HG006-R03_1,genotypecombo,0.9347826086956521,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh01KK-002,0.8987367518160045,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh01KK-117,0.2895292116390581,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh01KK-205,0.033946150439539365,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh02KK-134,3.2200073512736033e-09,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh04KK-017,0.49866671622063763,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh04KK-030,0.3260090447330999,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh05KK-022,0.23877245211750822,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh05KK-170,0.23210057888562163,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh06KK-008-ALT,1.5900036299768476e-09,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh06KK-026,8.711610724553169e-08,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh08KK-032,0.09278804395259857,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh09KK-153,8.201514270779582e-15,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh10KK-170,3.793624266132559e-17,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh11KK-038,0.41996238877413367,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh11KK-180,0.33713555515552696,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh12KK-045,0.49904211931315845,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh13KK-218,0.5144655049314986,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh13KK-223,0.2537104366830339,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh13KK-225,6.514275507117533e-22,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh16KK-049,0.36065635537845936,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh16KK-302,0.09571400351507003,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh18KK-293,0.6416341545619934,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh19KK-299,1.330003036283932e-07,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh21KK-315,0.6695969809813863,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh21KK-316,0.09084514939438752,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh21KK-324,0.5827038494455393,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,mh22KK-060,4.9100112095489424e-08,Contaminated
PE1750-S1-R02_70_FFPE0260-S1-R03_15_NGS41-HG006-05_4_NGS41-HG006-S1_5_FFPE2110-S1P_6,verifybamid,0.4096136771902294,Contaminated
